Obj1,Obj2,Obj3,Obj4,Obj5,Obj6,Obj7
29.3918 , 61 , 13 , 33.9 , 270.726 , 12 , 15
29.5631 , 61 , 13 , 33.9 , 267.763 , 12 , 15
29.5773 , 60 , 13 , 33.9 , 272.156 , 12 , 15
29.2494 , 60 , 14 , 33.9 , 264.169 , 12 , 15
23.7 , 68 , 13 , 33.6 , 563.176 , 12 , 15
24.48 , 61 , 13 , 33.6 , 488.311 , 12 , 15
26.1068 , 59 , 13 , 33.9 , 459.363 , 12 , 15
26.3422 , 59 , 13 , 33.6 , 444.698 , 12 , 15
25.9322 , 59 , 13 , 33.6 , 461.632 , 12 , 15
24.26 , 59 , 13 , 33.6 , 527.112 , 12 , 15
24.2 , 59 , 13 , 33.6 , 536.776 , 12 , 15
29.6163 , 60 , 14 , 33.9 , 246.78 , 12 , 15
29.7896 , 60 , 14 , 33.9 , 246.346 , 12 , 15
29.7124 , 60 , 14 , 33.9 , 246.757 , 12 , 15
29.5472 , 60 , 14 , 33.9 , 247.62 , 12 , 15
24.52 , 58 , 13 , 33.6 , 474.047 , 12 , 15
24.5622 , 58 , 13 , 33.6 , 472.916 , 12 , 15
