Obj1,Obj2,Obj3,Obj4,Obj5,Obj6,Obj7
1961.041103,14.90681839,15.62997563,250510036,272.4333919,12.77421422,6670.309697
1830.783859,17.5866249,18.8664153,403649762,407.4356556,13.16751862,13449.77497
1900.41089,17.4964427,18.26182621,381150815.6,432.900214,13.12737646,15200.83208
1773.571868,17.5382735,19.13962757,426524973.1,354.7547242,13.21899809,10081.03457
2071.596151,20.75440822,19.09349658,401021369.6,363.7397003,13.1980304,169030.5731
1930.209782,15.15898217,15.80701798,233273037.6,338.8881454,12.52353044,8947.305514
1837.081914,18.50011783,18.40832815,385753036.3,335.8880732,13.23490514,38611.57802
1972.407888,14.03725937,15.85122467,286848814.7,141.1994802,12.93715881,2809.220516
1941.558882,14.49927294,14.77572215,226707938.5,264.9113446,12.50022558,6191.895579
2047.114605,16.62871107,16.05985147,287741370.8,467.5317189,12.91193935,18256.00377
1924.32516,14.67361731,13.79615126,219721261.8,317.8609315,12.32121283,8179.770975
2078.965525,19.83172484,17.32275822,329872541.7,440.1743378,13.1193246,130784.5363
1762.725187,13.11466621,12.53126216,207240956,236.5208116,11.57703768,4370.632298
1974.96406,16.06873165,16.37018139,306509095.5,256.9220974,13.03042162,16380.3682
1705.14399,11.22306117,13.08247144,198486301.3,75.7535362,11.00323817,1206.541347
1963.069634,14.79003453,13.64881629,233868839.6,252.4222885,12.43496229,10771.4083
1652.103162,14.72571212,18.81811295,405011002.3,109.3067786,13.2711034,1478.6436
2030.397655,20.23327055,18.4767958,364478396.2,411.9868908,13.16638372,120564.0794
2000.918847,18.08742768,19.27574586,392379867.6,97.22958549,13.39376585,21041.67687
2016.946555,20.76675674,19.53069809,400522877.5,366.4536933,13.24277144,130489.5784
1802.961205,18.56471895,18.67270499,390277993.6,331.0581137,13.23937761,36823.60629
1971.451868,17.37274714,17.54860991,351173598,467.6568971,13.07375806,17785.03564
1959.296869,19.29370957,20.55910318,427802898.6,163.5890635,13.41837274,39935.89018
1585.832023,15.83070176,19.29806784,465924901.4,128.8917392,13.34585259,3091.334931
1777.380934,18.01840531,20.18075633,520450141.5,49.83326293,13.51937957,5257.362975
1853.818015,16.24630161,17.59512442,338649387.1,332.2074035,13.09532071,8648.02844
1865.950704,13.21652224,13.02098209,224698792.6,48.52064367,12.21929851,3850.153987
1798.450801,19.1816467,19.12912549,422915073.1,332.8605491,13.27635217,42608.83799
1891.439443,19.38967354,18.51694673,381668851.8,376.6709884,13.21500714,64287.61547
1790.746659,15.8595163,17.94182379,362613324.2,262.2990705,13.17710088,5792.477819
2098.686456,19.8217722,19.69541535,347676117.3,302.5747919,13.15085054,112409.9279
1989.649334,15.74586857,14.35563766,237266015.6,296.5937966,12.60106309,19367.84635
1835.595587,17.05179093,17.92413028,345837769,298.8099301,13.11732474,17629.12213
1954.891579,16.22063229,14.24412259,220971928.1,440.4579728,12.29260098,26314.2464
1723.049788,16.16852356,18.50150724,392266638.6,212.3808927,13.24941806,7384.312393
1593.338754,15.84401062,19.2603395,471057198.7,118.8615318,13.35325408,2643.23373
1698.477781,11.10883164,12.1648742,213686897.6,90.41060793,11.14047182,996.76888
2135.585771,20.03643085,18.81435755,301745211.5,403.9497431,12.94616253,176727.7654
2139.300213,19.70525186,17.76045201,277694375.1,398.6120179,12.8982314,165122.9829
1759.209916,18.42226836,18.9466876,407780464.1,312.0300556,13.2574126,28268.27088
1755.816365,16.08906573,18.25173736,388974950.1,217.7313811,13.23217779,7970.745086
2011.583879,17.07554947,17.08325249,342708743.2,463.8020884,13.03238793,18509.36802
1941.65658,18.96947013,20.82629772,464316374.5,104.7417472,13.46130749,17853.72429
1773.228961,12.89597951,13.20598566,201318793.2,211.6852556,11.52170622,3564.568727
1795.821312,16.68780178,18.07631471,363073079.6,286.7516142,13.1721761,11928.76774
2117.570901,20.31321929,17.84468289,361992424.1,386.0879396,13.11273657,188163.3349
1820.892203,13.28878192,12.60004826,222445098.4,59.41779666,12.03281622,4610.63187
1974.070574,19.93700349,20.21486401,406840656,246.0925334,13.33161179,70023.10284
2067.231997,18.10685453,16.50944205,289782316.6,518.5675806,12.91417515,55255.91206
1868.767066,16.98775008,17.51825077,335391801.5,307.9357031,13.10324984,19082.08109
1990.421889,18.00149238,16.95335412,333190663.4,386.8889162,13.11521444,46546.89679
2098.244123,18.63310924,16.73421559,304537955.2,261.789324,13.17736629,75906.431
1775.429536,17.52254353,19.13277426,425630465.4,361.9545513,13.21759682,10533.53251
1602.890644,15.85812242,19.22363702,482078809,104.3463744,13.36321268,2085.154699
1723.256461,15.75568617,18.40813913,389874695.7,173.7364986,13.24838873,5476.982152
2061.380387,19.57146561,19.89429938,392090363.4,220.7285309,13.35044031,80382.12231
1808.028651,16.68891666,18.12810022,352800014.8,294.5899441,13.12488167,12268.55605
1784.885841,12.62497098,12.41788771,219146941.4,51.30714612,11.82550665,2958.498293
1745.657845,15.71991841,18.23752819,384829513.4,176.5021712,13.23629167,5701.69731
1657.046053,16.81673476,19.14953944,458433938.8,196.1974318,13.3282591,5957.977873
2101.281978,17.32439448,17.22247461,333036178.6,101.334978,13.22450368,27025.72207
1764.368554,18.48565585,19.8236928,487915899.6,104.0329625,13.47323139,15840.75608
1941.001806,14.78465863,16.23355017,286011616.3,215.6432453,12.98461848,4790.855437
1961.333065,13.89607569,15.36873037,248333182.3,145.0749058,12.76759729,2761.224595
2033.155817,16.29699603,14.82614703,241338078,494.7615842,12.43537648,19703.07046
2017.693298,16.98251405,13.71487106,233174545.9,263.0361864,12.57142747,48124.13963
1673.87762,16.60843239,19.01483821,421912396.7,206.887454,13.27658563,6405.402015
2132.29541,20.65047753,20.26519343,405239168.4,308.9192682,13.18732982,192766.3805
2095.916766,17.67630978,15.7219898,299801619,186.0635218,12.94797007,61540.96972
1946.038055,19.19168026,17.93472893,367392618.6,328.3348157,13.25195147,69609.44289
1823.060694,15.80735377,17.66121291,354801404.8,269.2230993,13.16146595,6168.922041
1715.756372,11.41126236,12.27751104,212037427.7,97.89762557,11.33566006,1170.978484
1840.426733,14.18969313,12.6868591,222633277.1,96.97375449,12.09366617,10240.16167
1766.918216,16.10080955,18.16437791,383286526.9,219.5826754,13.227374,8018.150811
1696.642036,15.19821713,18.50832126,393590458.5,114.566646,13.26164803,3004.035178
1890.772625,14.76220692,12.85818564,230240536.9,371.3089169,12.05133597,10923.87942
1770.145412,17.55178057,19.14917118,428347482.3,348.1518924,13.22258658,9670.724922
1639.263371,14.74575996,18.91062958,418016029.3,102.7134669,13.28959569,1299.633907
1678.70455,10.45583535,12.6617049,199508723,56.17812484,10.76567394,721.5192955
1904.591533,13.91011123,14.51609603,218388133.1,209.4863228,12.33036338,4212.048529
2015.16949,18.3606425,18.06270545,368483501.9,159.6709053,13.34214779,39557.97069
2000.753304,16.84577932,16.83711635,265403117.3,518.8901293,12.72819132,20044.66633
1947.471716,15.9922753,13.51257985,222852372.9,420.8774411,12.25656327,24701.71327
1851.064983,12.61917427,12.911064,228273135,35.21018969,12.22908234,2174.102702
2018.626449,18.75751169,19.94934387,392511545.8,146.5963685,13.37267605,37277.09199
1814.40176,13.89693655,13.55246083,203705545.5,291.7153658,11.74655884,6208.364543
1997.382596,14.97939827,14.25247113,261940769.7,252.9801427,12.56642583,11551.59539
1833.719204,12.52549086,13.58071337,209020281.1,123.3472476,11.8190591,1874.466866
2068.03849,18.29302235,17.73231892,289748901.3,558.3306304,12.70891816,61693.31993
1968.238055,19.71104899,21.22647337,462022873.4,154.8528648,13.42774281,34707.55771
1772.684678,16.43213788,18.20140495,380422649.2,251.2522894,13.22206453,9801.506639
2009.196871,15.7051671,15.64598295,284801683.1,297.3328764,12.85609728,15280.46297
1941.23936,18.36189395,20.73924002,512358106.6,10000000000,12.45460894,10000000000
1809.453972,13.14492259,13.15893719,206751659,213.2028313,11.73280977,3906.526179
1723.934205,16.76184644,18.63681745,392211817.8,266.6534285,13.23721353,10481.33698
2153.785481,20.26942217,19.22555911,373229881.8,313.1461498,13.14691014,200504.0697
1986.56611,20.15134554,18.67108652,379242482.2,349.9988577,13.25846692,105038.5928
1829.381525,15.04547783,17.48943963,355801440.3,191.9920584,13.16995798,3806.555956
1765.754573,18.22949804,18.81492411,404759684.7,307.281172,13.26623945,28237.18994
2127.117792,22.06142497,23.20209705,610410987.8,10000000000,12.96366858,10000000000
1956.033525,17.2231177,21.17828087,437087606.3,10000000000,13.47932565,10000000000
1972.466454,19.17149102,18.8042159,410799674.2,213.5596192,13.32880854,72396.54288
2016.213457,16.87950807,16.49346522,298616440.9,475.8135768,12.97057426,18316.82598
1990.586853,18.25224291,20.94287233,525617372.1,10000000000,12.53536877,10000000000
1961.240654,18.31695158,21.11353848,436264247.9,85.31467323,13.4646669,17614.58572
2125.31479,18.76421607,23.23770856,570576233.9,10000000000,12.78533428,10000000000
1977.969462,19.16394725,17.62815349,357404570,353.4212412,13.21724566,77263.31352
1710.460121,15.76875934,18.50380218,392743054.6,171.9575624,13.25548453,5360.205222
1882.801873,19.91205466,18.994537,413377132.8,314.1960953,13.2992986,83596.41457
1653.349728,15.26934967,18.85098952,412737811,107.4664069,13.29342729,2587.496746
