Obj1,Obj2,Obj3,Obj4,Obj5,Obj6,Obj7,Obj8,Obj9,Obj10
0.45355,0.43216,0.44435,0.44485,0.43752,0.48126,0.47722,0.48595,0.45448,0.42436
0.42564,0.43702,0.45081,0.45507,0.38889,0.49814,0.52621,0.4626,0.45676,0.43258
0.44104,0.43157,0.42728,0.42535,0.44357,0.49468,0.49047,0.463,0.4706,0.43781
0.54357,0.52606,0.5409,0.5225,0.57397,0.38276,0.37197,0.36051,0.38908,0.39631
0.53277,0.53635,0.52484,0.5189,0.55704,0.37773,0.3835,0.37457,0.42483,0.358
0.53972,0.53928,0.53443,0.52222,0.57322,0.36788,0.3836,0.39719,0.37342,0.33935
0.54287,0.56281,0.55829,0.55407,0.56586,0.35366,0.3902,0.3627,0.35672,0.31848
0.53448,0.52352,0.52234,0.51604,0.57056,0.41462,0.38205,0.37526,0.39081,0.36835
0.55542,0.54799,0.53469,0.52223,0.60527,0.36442,0.36947,0.36332,0.37276,0.34506
0.49088,0.47544,0.48542,0.48654,0.47067,0.41838,0.43951,0.42339,0.42666,0.40756
0.49658,0.48496,0.49412,0.49505,0.47428,0.40823,0.42846,0.43101,0.43747,0.38653
0.49935,0.49041,0.49307,0.49977,0.47849,0.4048,0.4324,0.43296,0.41834,0.37424
0.50092,0.51936,0.50716,0.52496,0.48338,0.39261,0.43479,0.41357,0.39921,0.3591
0.48955,0.48236,0.4862,0.4929,0.47938,0.4266,0.4373,0.42288,0.42466,0.39137
0.55933,0.56107,0.54323,0.5584,0.56656,0.36133,0.36518,0.35704,0.36443,0.32929
0.48659,0.4825,0.47152,0.48252,0.48093,0.42317,0.44541,0.43501,0.42921,0.38523
0.44765,0.43055,0.45656,0.41277,0.44287,0.45652,0.48026,0.45994,0.47344,0.46176
0.43786,0.42162,0.45981,0.40661,0.42293,0.4551,0.49224,0.47255,0.48362,0.46307
0.44088,0.42422,0.44307,0.40749,0.42958,0.45793,0.48988,0.47121,0.49713,0.45409
0.4428,0.41447,0.46091,0.41191,0.41482,0.45169,0.49455,0.4887,0.46966,0.45482
0.44714,0.42933,0.46001,0.4185,0.4351,0.4509,0.48392,0.47674,0.47348,0.43568
0.43913,0.42231,0.44736,0.41062,0.43216,0.45452,0.49333,0.49578,0.47327,0.44166
0.42974,0.41685,0.4686,0.40365,0.40877,0.45971,0.5064,0.47167,0.47863,0.47848
0.43603,0.42802,0.47022,0.41385,0.41122,0.44719,0.50404,0.46952,0.49065,0.44231
0.43864,0.42471,0.47087,0.42755,0.40254,0.44433,0.51025,0.49653,0.45439,0.43174
0.42558,0.41765,0.46578,0.40775,0.39246,0.46165,0.53143,0.47781,0.46744,0.45034
0.45341,0.42402,0.47296,0.41372,0.44394,0.46738,0.47925,0.45382,0.45957,0.46425
0.44604,0.42897,0.45569,0.42327,0.4353,0.47042,0.47871,0.46012,0.47868,0.44748
0.45338,0.43019,0.46859,0.42676,0.43971,0.45666,0.4776,0.47298,0.45981,0.43066
0.43261,0.42317,0.46464,0.41165,0.4115,0.48131,0.50404,0.46757,0.47068,0.44944
0.44205,0.43096,0.43356,0.41948,0.4526,0.4883,0.48692,0.46171,0.4703,0.44029
0.50496,0.48609,0.50902,0.45918,0.51874,0.40551,0.42338,0.40912,0.42079,0.4075
0.50115,0.4925,0.50537,0.4673,0.51876,0.40142,0.42538,0.40541,0.43194,0.39295
0.5039,0.49129,0.51304,0.4748,0.50299,0.39421,0.42587,0.41989,0.41465,0.38675
0.50927,0.50857,0.53072,0.47184,0.5217,0.37933,0.42775,0.39916,0.4082,0.38012
0.5011,0.47964,0.50248,0.46047,0.51129,0.42343,0.42558,0.41551,0.42268,0.40044
0.51187,0.50525,0.50796,0.47086,0.54875,0.39589,0.41517,0.4009,0.41204,0.38501
0.50284,0.49127,0.52303,0.48501,0.48136,0.39817,0.42732,0.40683,0.41096,0.40101
0.50835,0.4976,0.51939,0.49007,0.49527,0.39375,0.41907,0.40536,0.41612,0.38367
0.50656,0.48683,0.52267,0.49171,0.47863,0.39701,0.422,0.43283,0.41497,0.37944
0.52891,0.51982,0.56825,0.52627,0.47613,0.36247,0.41401,0.39257,0.39004,0.35959
0.5048,0.48773,0.5134,0.48401,0.48286,0.41216,0.42875,0.40912,0.40937,0.38748
0.58385,0.57569,0.58794,0.5591,0.59524,0.33277,0.34323,0.32773,0.34054,0.31917
0.53662,0.52609,0.53585,0.53096,0.51156,0.36868,0.3926,0.3869,0.39159,0.35499
0.48027,0.46284,0.48764,0.45169,0.46566,0.42025,0.44989,0.43631,0.44283,0.41883
0.47764,0.4563,0.48351,0.44797,0.46036,0.42961,0.45416,0.44025,0.45049,0.4136
0.47079,0.45711,0.48565,0.44329,0.45959,0.42973,0.46064,0.45173,0.4449,0.41166
0.4753,0.46517,0.49126,0.44806,0.45783,0.42119,0.46005,0.43628,0.43898,0.41372
0.47758,0.46003,0.48179,0.45089,0.46875,0.43291,0.45278,0.43863,0.44103,0.41093
0.49891,0.49299,0.50334,0.47645,0.49848,0.40761,0.42811,0.41095,0.41957,0.38909
0.51597,0.5003,0.5204,0.49366,0.50249,0.39017,0.41474,0.40225,0.40417,0.37958
0.4783,0.46187,0.48199,0.45106,0.46952,0.42995,0.45215,0.43781,0.443,0.40916
0.41632,0.40563,0.40463,0.38933,0.4237,0.48789,0.51671,0.48402,0.50049,0.48533
0.39173,0.38466,0.38241,0.36599,0.39969,0.51015,0.53807,0.50634,0.53062,0.50897
0.38524,0.38445,0.37704,0.36136,0.39227,0.51207,0.54402,0.51327,0.55195,0.50151
0.41229,0.40489,0.40166,0.39043,0.41387,0.48816,0.51964,0.49957,0.51166,0.46444
0.39078,0.37807,0.38388,0.36505,0.39433,0.51011,0.53986,0.51716,0.52443,0.50927
0.35582,0.34732,0.34578,0.33227,0.35633,0.53799,0.57291,0.563,0.57661,0.53853
0.39397,0.38982,0.38094,0.37319,0.39902,0.50216,0.53692,0.52501,0.54308,0.47611
0.38893,0.3767,0.38282,0.37076,0.38032,0.50201,0.54655,0.54861,0.51947,0.48811
0.39026,0.38476,0.37831,0.37189,0.39283,0.50214,0.5445,0.5455,0.52746,0.4735
0.41372,0.40835,0.40281,0.39745,0.41123,0.48363,0.52328,0.51046,0.49371,0.45484
0.35306,0.34517,0.35225,0.32957,0.35688,0.53667,0.58368,0.54265,0.56005,0.55328
0.27459,0.30277,0.27718,0.26535,0.30474,0.60214,0.66576,0.59621,0.65906,0.62172
0.33976,0.35289,0.33593,0.32786,0.33326,0.54506,0.60191,0.55839,0.60282,0.52006
0.27416,0.30397,0.28073,0.27364,0.26635,0.57914,0.68768,0.65109,0.61727,0.57911
0.28563,0.32682,0.27581,0.29253,0.28018,0.57741,0.68728,0.66737,0.65191,0.52133
0.35059,0.3684,0.35074,0.34334,0.34548,0.52159,0.60447,0.61649,0.54924,0.47944
0.29429,0.32854,0.29691,0.28805,0.30895,0.58351,0.67654,0.58388,0.5841,0.56352
0.28646,0.34409,0.29782,0.29546,0.28997,0.58124,0.68392,0.59853,0.61463,0.5298
0.28539,0.33882,0.29737,0.30839,0.29154,0.58306,0.70264,0.63693,0.56892,0.52082
0.32632,0.36573,0.33674,0.32559,0.32661,0.54332,0.64327,0.56554,0.5535,0.50895
0.39213,0.37915,0.38407,0.36829,0.39706,0.5197,0.53808,0.5056,0.52227,0.50994
0.35147,0.35528,0.33418,0.33153,0.37893,0.57243,0.5738,0.5312,0.58154,0.54963
0.39183,0.38752,0.37829,0.3744,0.39635,0.51636,0.53609,0.5135,0.54246,0.48608
0.36163,0.36104,0.34814,0.34271,0.37749,0.55467,0.56609,0.54562,0.54852,0.52622
0.35593,0.36761,0.33483,0.35333,0.36446,0.56447,0.5754,0.56183,0.56362,0.49928
0.38793,0.38458,0.37853,0.37521,0.38587,0.51506,0.54903,0.55042,0.51615,0.4672
0.2889,0.32405,0.28506,0.29044,0.31457,0.63391,0.66325,0.56397,0.59916,0.59847
0.28143,0.34045,0.26796,0.29109,0.31286,0.64098,0.67639,0.57962,0.63373,0.55571
0.28124,0.32805,0.28625,0.29389,0.30739,0.62508,0.69382,0.63032,0.57594,0.52443
0.28284,0.34999,0.29127,0.3005,0.30533,0.62887,0.6958,0.57976,0.57998,0.54294
0.396,0.38876,0.37719,0.3771,0.40497,0.53765,0.53667,0.50138,0.51593,0.48959
0.38999,0.38903,0.37415,0.37462,0.39869,0.53704,0.54143,0.50666,0.52532,0.48544
0.39564,0.39073,0.38003,0.37841,0.39998,0.53045,0.53721,0.51558,0.51447,0.47508
0.3564,0.36634,0.34384,0.34869,0.37981,0.5838,0.58317,0.52926,0.53929,0.50722
0.41521,0.40829,0.40138,0.39717,0.41715,0.50292,0.5173,0.4951,0.49639,0.45964
0.43727,0.42716,0.4177,0.40512,0.45928,0.47396,0.4929,0.46845,0.48137,0.46794
0.44097,0.44794,0.41415,0.40842,0.49475,0.47391,0.48247,0.4495,0.49802,0.4725
0.43659,0.43747,0.41611,0.40927,0.46082,0.46918,0.48929,0.4729,0.50581,0.44648
0.43701,0.43241,0.41362,0.40208,0.47142,0.47159,0.49192,0.48158,0.48133,0.46167
0.4321,0.44121,0.40683,0.40921,0.46361,0.47265,0.49457,0.49217,0.50459,0.43644
0.43028,0.43065,0.4094,0.40717,0.4545,0.47231,0.5016,0.50508,0.48286,0.43843
0.4133,0.44186,0.3946,0.37898,0.49461,0.49623,0.52667,0.46574,0.49182,0.4791
0.41406,0.45989,0.38528,0.39921,0.48359,0.47514,0.53125,0.47525,0.51914,0.4443
0.41597,0.44648,0.38394,0.39642,0.47796,0.47882,0.52875,0.51366,0.49021,0.43874
0.39436,0.44842,0.37921,0.38258,0.45385,0.49352,0.56417,0.49557,0.49879,0.44402
0.43895,0.44265,0.41152,0.40775,0.49308,0.50043,0.48793,0.45177,0.47929,0.46102
0.43217,0.45064,0.39776,0.40713,0.49318,0.50154,0.49656,0.45592,0.49942,0.44727
0.43356,0.44326,0.39883,0.40728,0.48719,0.49666,0.49591,0.48289,0.48237,0.44109
0.40732,0.44982,0.37353,0.38744,0.48801,0.55698,0.54021,0.46824,0.49587,0.45467
0.42492,0.42653,0.40514,0.40012,0.45578,0.50626,0.50455,0.47293,0.48825,0.45412
0.47969,0.4802,0.45133,0.43988,0.53529,0.44294,0.44817,0.42498,0.4458,0.4184
0.47383,0.47889,0.44832,0.43915,0.52189,0.44202,0.45469,0.42835,0.45465,0.41273
0.47871,0.48135,0.44994,0.44799,0.52214,0.43627,0.45151,0.43724,0.44054,0.40409
0.47585,0.50715,0.43911,0.44968,0.55395,0.44816,0.46126,0.41479,0.4374,0.40394
0.4735,0.4746,0.4461,0.43946,0.51986,0.45373,0.45393,0.43326,0.45061,0.41264
0.46485,0.46026,0.44354,0.43203,0.49403,0.44783,0.46588,0.44577,0.45357,0.42439
0.43467,0.43168,0.42531,0.41809,0.43942,0.47083,0.4936,0.46827,0.47632,0.46609
0.43156,0.43787,0.41616,0.4227,0.43804,0.47358,0.49442,0.46154,0.50369,0.45793
0.43452,0.43446,0.41441,0.42308,0.43575,0.47083,0.49593,0.47125,0.50307,0.44383
0.44149,0.43741,0.42641,0.43801,0.43464,0.45927,0.49159,0.48702,0.46576,0.43546
0.43404,0.44885,0.41787,0.43834,0.43346,0.45346,0.49718,0.49476,0.50039,0.4218
0.43268,0.42948,0.41752,0.42349,0.4245,0.46669,0.50547,0.51567,0.47685,0.42419
0.41931,0.44352,0.41067,0.4258,0.42749,0.46908,0.51881,0.46591,0.48467,0.4721
0.4103,0.46448,0.40686,0.44671,0.41482,0.47459,0.53152,0.47109,0.51385,0.42945
0.41082,0.46228,0.41103,0.44765,0.40122,0.46469,0.55376,0.51765,0.47056,0.40282
0.39264,0.455,0.39909,0.43976,0.38057,0.48317,0.57159,0.49528,0.49496,0.43005
0.43893,0.44282,0.41372,0.43369,0.44586,0.49461,0.49183,0.45665,0.47395,0.45034
0.43926,0.44907,0.41547,0.44277,0.44697,0.49209,0.49053,0.45269,0.48476,0.43514
0.43895,0.4464,0.41834,0.44897,0.43266,0.47263,0.49306,0.49325,0.46904,0.42354
0.41252,0.47199,0.40896,0.45866,0.4124,0.50133,0.544,0.46895,0.46866,0.41387
0.4334,0.42722,0.41963,0.42029,0.43532,0.50003,0.49895,0.47044,0.47625,0.4412
0.52402,0.53861,0.48525,0.50375,0.57927,0.40372,0.39995,0.37523,0.40512,0.3806
0.51023,0.53454,0.48345,0.50077,0.55469,0.39588,0.4171,0.39409,0.42471,0.35807
0.5138,0.53218,0.48375,0.50146,0.55648,0.40079,0.41456,0.40663,0.40225,0.3557
0.52964,0.5981,0.50286,0.54657,0.59466,0.38131,0.41309,0.35908,0.3712,0.32484
0.51126,0.53425,0.46814,0.50179,0.56405,0.4281,0.41454,0.39337,0.41675,0.36585
0.52546,0.54073,0.48769,0.5066,0.5855,0.39864,0.40101,0.37918,0.4019,0.36203
0.48325,0.48174,0.45917,0.47507,0.48721,0.43079,0.44693,0.42986,0.43559,0.40153
0.48264,0.48959,0.4643,0.48515,0.47886,0.42947,0.44772,0.43112,0.4348,0.38735
0.48461,0.4897,0.46456,0.48435,0.48017,0.42469,0.4462,0.43692,0.43208,0.38656
0.48992,0.52072,0.47823,0.51514,0.4772,0.40652,0.45214,0.41848,0.41725,0.36256
0.48319,0.48782,0.46386,0.48494,0.48011,0.4338,0.44863,0.43144,0.43253,0.38348
0.53326,0.54731,0.51325,0.5355,0.55509,0.3805,0.39096,0.38601,0.3846,0.34074
0.48116,0.48125,0.46394,0.4761,0.4826,0.42996,0.44942,0.43631,0.43316,0.39092
0.44315,0.42655,0.43961,0.4081,0.44439,0.46797,0.48709,0.45546,0.47996,0.47314
0.43612,0.43282,0.4441,0.41137,0.43542,0.46249,0.48901,0.45918,0.499,0.45748
0.43548,0.43441,0.42697,0.41039,0.44059,0.46392,0.49328,0.46934,0.50888,0.44537
0.44749,0.43298,0.46576,0.42016,0.43,0.44522,0.48224,0.47956,0.46535,0.4504
0.44656,0.44094,0.4503,0.41605,0.43196,0.43974,0.48644,0.49701,0.48969,0.42714
0.44232,0.43576,0.4349,0.42839,0.42856,0.4537,0.49497,0.50158,0.46745,0.42053
0.41751,0.42624,0.44079,0.38798,0.40668,0.46851,0.52508,0.47223,0.48639,0.49219
0.40668,0.45338,0.43268,0.40705,0.39672,0.45986,0.54351,0.48891,0.51694,0.42931
0.43353,0.46417,0.47025,0.44374,0.40042,0.42416,0.52445,0.51817,0.46269,0.39471
0.40364,0.44836,0.4248,0.3967,0.39657,0.47076,0.56836,0.48295,0.48681,0.43242
0.43782,0.43542,0.43936,0.41403,0.44215,0.47599,0.49117,0.45053,0.4744,0.46736
0.4428,0.44074,0.44137,0.4181,0.44914,0.47926,0.48049,0.45577,0.48709,0.442
0.44121,0.43611,0.44484,0.42629,0.42973,0.46741,0.49156,0.48412,0.46311,0.42586
0.40751,0.46239,0.43348,0.40964,0.41697,0.49606,0.54037,0.4669,0.47683,0.43524
0.44105,0.44228,0.43478,0.42384,0.44811,0.48535,0.49197,0.45696,0.46386,0.43157
0.5239,0.52876,0.52409,0.48453,0.57497,0.39072,0.39861,0.36611,0.40218,0.38953
0.53438,0.53584,0.51847,0.49016,0.5678,0.37749,0.39136,0.38128,0.41234,0.35983
0.5247,0.5258,0.52185,0.48997,0.55492,0.38254,0.39634,0.40484,0.40086,0.36707
0.55492,0.61114,0.55831,0.54124,0.60937,0.33767,0.39156,0.33745,0.35091,0.29759
0.53239,0.54424,0.51207,0.4997,0.59215,0.41157,0.39021,0.3627,0.39034,0.36191
0.5564,0.56953,0.53085,0.52078,0.6193,0.36886,0.37082,0.3505,0.3706,0.33321
0.56158,0.55973,0.56232,0.55387,0.55258,0.35564,0.36452,0.34318,0.35901,0.34983
0.54595,0.55449,0.53257,0.5351,0.54043,0.37062,0.37797,0.36374,0.40387,0.34315
0.54159,0.54838,0.55127,0.54352,0.52316,0.36032,0.38827,0.40439,0.36833,0.32561
0.54692,0.59098,0.57905,0.58556,0.51598,0.34587,0.40898,0.36699,0.3366,0.29936
0.53456,0.54823,0.53281,0.5305,0.5322,0.40898,0.39286,0.3655,0.3809,0.34579
0.7333,0.76868,0.71584,0.71259,0.79694,0.21167,0.19094,0.20251,0.20775,0.18572
0.57221,0.58974,0.56686,0.58197,0.56837,0.33849,0.35506,0.33985,0.34656,0.31083
0.49812,0.48861,0.52149,0.47713,0.47915,0.40073,0.43222,0.41123,0.41495,0.40446
0.49501,0.48938,0.50436,0.47059,0.48296,0.40176,0.43409,0.41307,0.43202,0.39929
0.50742,0.49647,0.52295,0.48159,0.48578,0.38766,0.42855,0.42836,0.41011,0.37164
0.524,0.52669,0.55762,0.49899,0.5008,0.36133,0.42239,0.39117,0.38254,0.36427
0.50011,0.49558,0.50737,0.47711,0.49662,0.41603,0.42747,0.40313,0.41973,0.38659
0.57943,0.58458,0.59243,0.54965,0.6021,0.33163,0.3463,0.33282,0.34046,0.31658
0.60231,0.59472,0.61799,0.58045,0.57689,0.31448,0.33203,0.32227,0.32597,0.29819
0.51068,0.50676,0.51231,0.48847,0.50782,0.39301,0.42021,0.4007,0.40736,0.37421
0.43333,0.43778,0.41749,0.41719,0.44007,0.46885,0.49724,0.47235,0.48358,0.45075
0.43275,0.43891,0.42037,0.4073,0.44764,0.47049,0.49594,0.46526,0.4906,0.4562
0.43142,0.43563,0.4171,0.40629,0.43691,0.46614,0.50342,0.47875,0.4961,0.44054
0.43513,0.44155,0.42234,0.4163,0.44125,0.46536,0.4983,0.47359,0.4772,0.44044
0.43199,0.44439,0.41339,0.41615,0.44263,0.46535,0.50378,0.47865,0.48805,0.43212
0.43123,0.43196,0.41634,0.41513,0.43154,0.46688,0.50594,0.49583,0.47784,0.43485
0.42673,0.44706,0.41636,0.41002,0.44226,0.466,0.51125,0.46499,0.47987,0.45248
0.4183,0.44926,0.4048,0.41209,0.42705,0.47964,0.52013,0.47723,0.50429,0.43384
0.41787,0.46532,0.40952,0.4226,0.43336,0.45772,0.52953,0.50109,0.48219,0.41483
0.40939,0.45265,0.40676,0.40538,0.42458,0.4743,0.54215,0.48545,0.48668,0.43032
0.439,0.44657,0.41851,0.42081,0.45482,0.47871,0.49181,0.46269,0.4737,0.44198
0.43061,0.44792,0.4158,0.41666,0.45172,0.47669,0.49794,0.46351,0.48875,0.44096
0.43637,0.44492,0.41591,0.42666,0.44343,0.478,0.49617,0.48088,0.47515,0.42581
0.41032,0.45176,0.40286,0.41282,0.42496,0.49625,0.52856,0.47454,0.49392,0.43619
0.43152,0.43421,0.41527,0.41371,0.44363,0.48357,0.49951,0.47732,0.47905,0.44227
0.46807,0.47927,0.44812,0.44544,0.49489,0.44495,0.46252,0.42999,0.44767,0.41322
0.47203,0.4837,0.44313,0.44764,0.50431,0.44013,0.45892,0.43101,0.45462,0.40823
0.47152,0.48625,0.4542,0.44869,0.4915,0.4281,0.46099,0.44612,0.44572,0.39743
0.48207,0.52579,0.45972,0.46321,0.53062,0.42398,0.46136,0.41105,0.42618,0.37729
0.47149,0.48535,0.44987,0.45188,0.49551,0.4437,0.4588,0.43149,0.44322,0.40536
0.49214,0.49843,0.46214,0.45879,0.53441,0.42565,0.43856,0.41409,0.4338,0.39521
0.47045,0.48225,0.45354,0.45447,0.48556,0.43274,0.45977,0.43266,0.44784,0.40822
0.47217,0.49674,0.4578,0.46476,0.49043,0.42687,0.45632,0.43034,0.4507,0.39294
0.47987,0.49298,0.46172,0.46867,0.49332,0.42158,0.45036,0.43605,0.43739,0.38948
0.49712,0.53513,0.48415,0.49593,0.50856,0.40173,0.44313,0.4051,0.41184,0.35412
0.47869,0.49056,0.45757,0.46774,0.48963,0.43632,0.4523,0.42901,0.43849,0.39111
0.53993,0.57218,0.5147,0.52932,0.57968,0.37529,0.39186,0.35991,0.37592,0.33371
0.498,0.5051,0.48028,0.49414,0.50202,0.40838,0.43223,0.4136,0.42101,0.37658
0.47547,0.48373,0.47592,0.45795,0.48761,0.42505,0.45184,0.42212,0.4351,0.41252
0.48973,0.50236,0.4821,0.46939,0.49816,0.41137,0.44037,0.42057,0.43077,0.38257
0.48492,0.49564,0.47747,0.46817,0.48932,0.41221,0.44736,0.43002,0.42761,0.38679
0.49645,0.53481,0.49829,0.48958,0.50727,0.39244,0.44346,0.39576,0.4081,0.36696
0.48455,0.50028,0.47819,0.46784,0.49802,0.42272,0.4453,0.41948,0.42466,0.38745
0.54821,0.56626,0.53864,0.52322,0.57127,0.36343,0.38357,0.35682,0.37329,0.32781
0.56302,0.59139,0.55467,0.55756,0.56675,0.34764,0.3717,0.34797,0.34962,0.30479
0.52216,0.52384,0.52332,0.49979,0.51786,0.38493,0.4104,0.39039,0.39473,0.35752
0.44763,0.45329,0.43411,0.42654,0.45649,0.45149,0.48668,0.45811,0.46764,0.42979
0.45161,0.46351,0.43831,0.43526,0.46089,0.44996,0.48336,0.45058,0.46149,0.41827
0.45161,0.46351,0.43831,0.43526,0.46089,0.44996,0.48336,0.45058,0.46149,0.41827
0.45665,0.47035,0.44269,0.43992,0.47025,0.44514,0.4774,0.44611,0.45557,0.4134
0.45161,0.46351,0.43831,0.43526,0.46089,0.44996,0.48336,0.45058,0.46149,0.41827
0.46541,0.47402,0.4487,0.4445,0.48121,0.44153,0.4674,0.44188,0.44918,0.40751
0.47283,0.48365,0.45739,0.45666,0.47686,0.43322,0.46256,0.43058,0.44436,0.39841
0.47925,0.48862,0.46486,0.45661,0.48921,0.42463,0.45488,0.42754,0.43683,0.39691
0.44144,0.44673,0.43,0.42288,0.44838,0.45732,0.49137,0.46415,0.47342,0.43528
0.4143,0.39423,0.39805,0.38226,0.41761,0.49179,0.51934,0.49595,0.50811,0.495
0.38872,0.35034,0.3678,0.34545,0.39096,0.53245,0.54357,0.5217,0.55612,0.54683
0.39725,0.3722,0.37726,0.36133,0.39063,0.50502,0.5365,0.52199,0.56257,0.50726
0.40833,0.39501,0.39213,0.38432,0.40819,0.49479,0.52326,0.50865,0.52463,0.47346
0.38942,0.35866,0.37341,0.34713,0.38985,0.52048,0.54393,0.53119,0.53995,0.53493
0.36253,0.30472,0.33629,0.31395,0.3395,0.55157,0.57279,0.60078,0.61613,0.58054
0.38719,0.35962,0.36974,0.35316,0.37848,0.51612,0.54546,0.54805,0.57017,0.5033
0.39167,0.35838,0.38203,0.36557,0.37153,0.50245,0.54672,0.56346,0.52645,0.50254
0.38276,0.35628,0.36183,0.3552,0.3682,0.51451,0.55783,0.57978,0.54939,0.49498
0.41011,0.39471,0.40021,0.38717,0.39866,0.48663,0.52988,0.53219,0.50348,0.45684
0.3532,0.31532,0.35053,0.31623,0.34689,0.54982,0.58997,0.55235,0.56887,0.58341
0.30576,0.26019,0.28024,0.24062,0.3009,0.60772,0.64978,0.61031,0.67536,0.65112
0.34941,0.3398,0.33585,0.32705,0.33841,0.54342,0.5921,0.55885,0.60672,0.53045
0.31773,0.26571,0.29705,0.27612,0.29469,0.57709,0.63951,0.65273,0.61078,0.60659
0.29055,0.27007,0.2711,0.27093,0.25206,0.57633,0.68125,0.69088,0.67701,0.57076
0.35168,0.32912,0.3396,0.34458,0.31838,0.52906,0.6127,0.64189,0.55968,0.49985
0.29754,0.29842,0.29425,0.27747,0.2923,0.59427,0.67252,0.58869,0.59043,0.59565
0.30936,0.32257,0.305,0.29579,0.28279,0.56989,0.66967,0.58996,0.60275,0.53662
0.29628,0.29815,0.29629,0.28786,0.25672,0.58572,0.69687,0.6589,0.58965,0.53104
0.32876,0.35444,0.3289,0.32391,0.31952,0.54386,0.65483,0.57634,0.55551,0.50506
0.39418,0.35619,0.3725,0.35441,0.39497,0.53893,0.53842,0.51636,0.53749,0.54408
0.36732,0.3095,0.33732,0.30724,0.38586,0.60686,0.56322,0.54413,0.60914,0.60059
0.39195,0.37524,0.37399,0.35972,0.39667,0.52662,0.53695,0.51846,0.55564,0.49924
0.35841,0.30347,0.33122,0.31112,0.35338,0.58721,0.57977,0.58629,0.5726,0.56874
0.35949,0.3169,0.32168,0.31519,0.3598,0.58222,0.57753,0.59773,0.60552,0.53635
0.39331,0.3686,0.37363,0.37076,0.38,0.51848,0.54827,0.57087,0.52141,0.47533
0.28437,0.25899,0.25748,0.24688,0.29299,0.68342,0.67889,0.60257,0.62608,0.65491
0.30528,0.27208,0.27116,0.25678,0.29147,0.66445,0.65729,0.60075,0.65336,0.59665
0.29114,0.25464,0.263,0.26132,0.29481,0.66253,0.66828,0.67308,0.60683,0.58266
0.30908,0.32174,0.30196,0.30075,0.30498,0.61521,0.67183,0.58493,0.56692,0.53168
0.38955,0.36346,0.36767,0.36027,0.39617,0.55618,0.5441,0.51109,0.53083,0.51721
0.38769,0.36917,0.36329,0.35928,0.4014,0.55279,0.54157,0.51778,0.54067,0.50704
0.38937,0.36559,0.36964,0.36187,0.39418,0.54766,0.54624,0.53178,0.52379,0.49213
0.34589,0.33662,0.33493,0.33586,0.3533,0.60173,0.59567,0.54986,0.55263,0.52452
0.41836,0.40453,0.40078,0.39151,0.42249,0.51052,0.51718,0.49276,0.4953,0.46153
0.45294,0.42054,0.42744,0.39815,0.47909,0.47069,0.47732,0.46224,0.48768,0.48692
0.46793,0.4291,0.42103,0.3975,0.52418,0.47203,0.46297,0.45048,0.52362,0.50667
0.45296,0.43655,0.42313,0.40908,0.48145,0.46041,0.47523,0.46216,0.5108,0.4523
0.47493,0.42306,0.42577,0.40788,0.51463,0.4633,0.46394,0.4831,0.47566,0.46451
0.47371,0.43709,0.41162,0.41657,0.51197,0.4546,0.46851,0.50286,0.49891,0.43309
0.45524,0.43547,0.42051,0.41748,0.47611,0.45453,0.48297,0.50929,0.4684,0.43256
0.44365,0.40895,0.40684,0.36719,0.51774,0.49594,0.50379,0.46788,0.49525,0.51955
0.45869,0.4326,0.4023,0.38677,0.52042,0.46982,0.49293,0.48124,0.52703,0.44972
0.45357,0.43574,0.40478,0.40131,0.51846,0.46831,0.50065,0.51116,0.47488,0.42555
0.41026,0.42259,0.39208,0.37389,0.45133,0.49244,0.55004,0.49203,0.48263,0.45616
0.46763,0.43305,0.42245,0.411,0.52083,0.50065,0.45897,0.45107,0.47714,0.4749
0.46082,0.44818,0.4161,0.41443,0.52266,0.50549,0.46207,0.44189,0.50893,0.45505
0.45941,0.43287,0.40184,0.40653,0.51499,0.50692,0.47742,0.48887,0.47418,0.44972
0.46005,0.45801,0.39752,0.39733,0.54372,0.52873,0.49701,0.43886,0.46975,0.45395
0.44145,0.42929,0.41203,0.41293,0.46995,0.50255,0.48845,0.46732,0.47586,0.44985
0.51424,0.49264,0.47343,0.45946,0.56831,0.42622,0.41714,0.39848,0.42516,0.41224
0.50276,0.49391,0.46015,0.4542,0.56539,0.43463,0.42277,0.41234,0.4466,0.4054
0.50942,0.502,0.47088,0.46429,0.56665,0.41614,0.41954,0.4204,0.42697,0.38686
0.52058,0.52028,0.47433,0.47616,0.59062,0.4085,0.41595,0.39868,0.41099,0.37586
0.50455,0.49553,0.46686,0.45772,0.56916,0.43805,0.42131,0.41037,0.43122,0.39939
0.49778,0.49622,0.46698,0.45797,0.5521,0.42758,0.43092,0.41062,0.43064,0.39622
0.45303,0.42864,0.43178,0.42385,0.44894,0.47242,0.47593,0.45225,0.47968,0.47606
0.47837,0.43838,0.44324,0.44228,0.46334,0.4508,0.45291,0.44253,0.49625,0.46359
0.44952,0.43751,0.42509,0.42781,0.44343,0.46311,0.47981,0.46446,0.51118,0.44283
0.47809,0.42383,0.44315,0.45661,0.45048,0.44944,0.45562,0.48623,0.46845,0.45644
0.46288,0.43881,0.43351,0.46302,0.44297,0.45084,0.4652,0.49693,0.49377,0.42126
0.45954,0.43496,0.43689,0.44312,0.43376,0.45029,0.48199,0.50297,0.45871,0.41665
