Obj1,Obj2,Obj3,Obj4,Obj5,Obj6,Obj7,Obj8,Obj9,Obj10
0.45458,0.42869,0.42678,0.44612,0.42787,0.46648,0.49682,0.45435,0.46967,0.48082
0.44625,0.435,0.41879,0.43922,0.42422,0.44579,0.50591,0.47823,0.5001,0.427
0.44003,0.42307,0.41681,0.45622,0.37138,0.44073,0.54322,0.54801,0.47731,0.42325
0.41764,0.44407,0.41107,0.43684,0.38361,0.46629,0.55068,0.48194,0.47897,0.43639
0.46693,0.43458,0.43043,0.44994,0.46503,0.49383,0.4661,0.44379,0.46244,0.46117
0.45923,0.43966,0.4226,0.44097,0.45288,0.49073,0.46715,0.46137,0.49953,0.44001
0.45985,0.43315,0.43349,0.44957,0.44686,0.48326,0.47085,0.48464,0.4612,0.42537
0.43341,0.43095,0.39958,0.45126,0.40963,0.51565,0.52194,0.47831,0.47599,0.42988
0.44445,0.43077,0.42301,0.43186,0.44373,0.49895,0.48601,0.46278,0.47336,0.44166
0.59715,0.55633,0.54322,0.55092,0.62883,0.36095,0.33154,0.33315,0.36846,0.37499
0.58929,0.57264,0.51482,0.55068,0.6408,0.36927,0.34242,0.34427,0.4115,0.33587
0.57626,0.54437,0.51314,0.53205,0.61523,0.37033,0.36258,0.40542,0.37008,0.33221
0.61044,0.60168,0.53472,0.58043,0.65965,0.3425,0.34464,0.32777,0.33301,0.29584
0.56882,0.55064,0.50563,0.54454,0.61904,0.41392,0.35485,0.36191,0.38352,0.35241
0.58962,0.58183,0.54043,0.55978,0.65026,0.35333,0.33414,0.33479,0.355,0.32642
0.52052,0.50197,0.49619,0.52077,0.49794,0.40551,0.41215,0.39868,0.40959,0.38721
0.51432,0.49784,0.48403,0.51259,0.50471,0.41127,0.41286,0.4135,0.42904,0.38005
0.5211,0.51039,0.50419,0.52824,0.49836,0.39089,0.41081,0.42225,0.40399,0.35564
0.51938,0.52437,0.50225,0.54689,0.4829,0.39256,0.43421,0.40442,0.38924,0.34693
0.5076,0.50178,0.47802,0.51644,0.50143,0.43042,0.42126,0.41147,0.41323,0.38137
0.60414,0.59816,0.56275,0.60087,0.62453,0.33842,0.32008,0.32823,0.33885,0.29626
0.50459,0.50159,0.48163,0.50279,0.50304,0.41214,0.42637,0.41797,0.41526,0.37142
0.4593,0.43041,0.44996,0.41719,0.46302,0.46197,0.46852,0.44766,0.47285,0.4791
0.4794,0.42436,0.48134,0.41786,0.47501,0.44524,0.4442,0.45147,0.50251,0.49783
0.45263,0.43186,0.4448,0.41652,0.44032,0.45732,0.47673,0.45861,0.50839,0.45062
0.48775,0.41166,0.48308,0.42182,0.46171,0.43531,0.45178,0.49084,0.46361,0.47838
0.48815,0.44726,0.4868,0.44232,0.44957,0.42554,0.44567,0.48945,0.48664,0.41509
0.46458,0.42824,0.45839,0.43654,0.42681,0.4369,0.47709,0.51229,0.4642,0.4187
0.47583,0.41172,0.50004,0.40225,0.43431,0.44391,0.48258,0.45003,0.47068,0.49364
0.46707,0.42891,0.48937,0.41033,0.4209,0.43621,0.48349,0.46761,0.5176,0.44406
0.46951,0.44059,0.50103,0.45641,0.38725,0.39831,0.52069,0.55552,0.45277,0.39324
0.43687,0.43837,0.46592,0.41091,0.38779,0.44792,0.54731,0.47065,0.45905,0.43224
0.47066,0.41805,0.46748,0.4189,0.46433,0.48037,0.45941,0.44608,0.46419,0.48454
0.4708,0.4332,0.45835,0.43119,0.46373,0.48344,0.45302,0.44649,0.48247,0.44603
0.48364,0.43871,0.47535,0.45042,0.46209,0.46434,0.45021,0.47543,0.43705,0.41967
0.45095,0.41579,0.45744,0.41924,0.42054,0.51634,0.50367,0.46235,0.45402,0.44881
0.44957,0.43304,0.43298,0.42267,0.46122,0.49766,0.4798,0.45633,0.46656,0.44217
0.60577,0.55825,0.58433,0.54055,0.64966,0.36111,0.31757,0.32385,0.34767,0.38073
0.60693,0.57105,0.57374,0.52896,0.65688,0.34368,0.31244,0.33388,0.39884,0.3553
0.58949,0.56091,0.57529,0.53569,0.63142,0.33336,0.33501,0.38045,0.35549,0.32997
0.62132,0.58033,0.59788,0.54096,0.6636,0.32672,0.32475,0.3299,0.31949,0.31575
0.58976,0.56328,0.55022,0.53049,0.64171,0.38321,0.33783,0.32522,0.36761,0.34329
0.61216,0.5993,0.57353,0.5521,0.6888,0.33913,0.31688,0.31774,0.32945,0.31312
0.62794,0.58216,0.62198,0.59782,0.57935,0.31843,0.30785,0.30946,0.32715,0.3254
0.62876,0.58275,0.61732,0.59458,0.57148,0.30976,0.30549,0.33589,0.38664,0.3112
0.62714,0.57429,0.60522,0.59195,0.57808,0.30458,0.31783,0.3787,0.32716,0.29388
0.62462,0.62009,0.65268,0.64625,0.55783,0.26596,0.34621,0.32672,0.28608,0.27562
0.59751,0.56754,0.59475,0.58444,0.57485,0.36396,0.33001,0.33095,0.33675,0.32148
0.9115,0.86475,0.85397,0.86537,0.97174,0.10489,0.039595,0.094216,0.077446,0.089549
0.66018,0.63571,0.65091,0.67117,0.62392,0.27622,0.27406,0.29266,0.28295,0.2553
0.55197,0.49836,0.56714,0.50385,0.51546,0.36472,0.38653,0.38658,0.3955,0.39153
0.54423,0.51137,0.555,0.50424,0.51101,0.36674,0.38786,0.38788,0.41444,0.37015
0.54514,0.50495,0.56295,0.50803,0.49646,0.35916,0.39829,0.41497,0.38875,0.36255
0.56951,0.54094,0.59708,0.5307,0.52713,0.33438,0.37982,0.36688,0.3524,0.34658
0.54367,0.50689,0.54494,0.50351,0.52507,0.39235,0.38859,0.38013,0.38693,0.37644
0.6666,0.62693,0.67825,0.60629,0.67673,0.26229,0.27221,0.28466,0.27973,0.27526
0.69641,0.65082,0.70859,0.66826,0.64177,0.24105,0.24471,0.26526,0.27991,0.25112
0.55601,0.52626,0.57887,0.52356,0.5109,0.35532,0.38461,0.37678,0.37137,0.35641
0.44845,0.42986,0.4269,0.41337,0.45687,0.46811,0.4819,0.45968,0.47856,0.47523
0.45621,0.449,0.42849,0.4121,0.47721,0.45772,0.46687,0.45629,0.51403,0.47517
0.45302,0.4455,0.4301,0.42781,0.45215,0.45536,0.47714,0.46107,0.49866,0.43408
0.46826,0.44264,0.44338,0.42957,0.4697,0.4388,0.46229,0.47758,0.46704,0.4448
0.46826,0.45548,0.42701,0.43035,0.47153,0.44171,0.46648,0.48657,0.49398,0.42222
0.44578,0.43898,0.42773,0.42897,0.44224,0.45477,0.49062,0.49964,0.47054,0.41783
0.4453,0.45562,0.41503,0.40317,0.44834,0.46242,0.51327,0.45836,0.47459,0.47764
0.44031,0.46601,0.40975,0.41817,0.42554,0.45775,0.52492,0.4699,0.511,0.41821
0.43907,0.45318,0.40238,0.42174,0.416,0.44883,0.53306,0.51839,0.4781,0.41516
0.40853,0.45016,0.40052,0.39929,0.39514,0.48307,0.57553,0.48793,0.48167,0.43332
0.46824,0.45099,0.43066,0.43038,0.49062,0.49331,0.46051,0.42677,0.47016,0.47534
0.46459,0.46548,0.42514,0.43466,0.4808,0.47818,0.46399,0.43543,0.49014,0.43853
0.46493,0.46359,0.42878,0.45144,0.48247,0.46564,0.46911,0.48883,0.45149,0.39749
0.43299,0.47148,0.40547,0.41085,0.46321,0.50977,0.5176,0.44751,0.47678,0.43158
0.43587,0.43471,0.4104,0.41602,0.45666,0.50554,0.49535,0.46495,0.47895,0.44369
0.56679,0.55762,0.51244,0.50371,0.65815,0.38014,0.36982,0.34632,0.38083,0.38821
0.56307,0.56024,0.50787,0.50754,0.62609,0.38553,0.36096,0.35634,0.42068,0.36115
0.5644,0.55149,0.50012,0.51515,0.61422,0.37312,0.37527,0.40247,0.37771,0.34533
0.60145,0.63141,0.51761,0.54457,0.69859,0.35871,0.37356,0.32672,0.35047,0.2956
0.57356,0.58114,0.5021,0.52716,0.66518,0.40821,0.36144,0.34034,0.37688,0.34429
0.59408,0.5911,0.54686,0.5436,0.6766,0.35936,0.33372,0.32646,0.34948,0.32289
0.58485,0.57037,0.53999,0.56866,0.58073,0.35527,0.3438,0.33733,0.37482,0.35919
0.56875,0.57866,0.5285,0.55773,0.57285,0.36347,0.35969,0.35278,0.40643,0.32056
0.5826,0.57983,0.5348,0.58954,0.57794,0.33798,0.36042,0.39233,0.34806,0.2971
0.59884,0.63636,0.55969,0.61737,0.57983,0.31504,0.3717,0.33526,0.323,0.25513
0.56308,0.57935,0.51937,0.56431,0.58106,0.38586,0.36935,0.35013,0.36599,0.31897
0.82248,0.83673,0.72552,0.77835,0.91555,0.16377,0.12883,0.15118,0.16763,0.13178
0.63317,0.63818,0.5843,0.63935,0.6287,0.30089,0.31271,0.30883,0.30029,0.25744
0.61958,0.59176,0.621,0.56571,0.6083,0.30427,0.31704,0.29538,0.3334,0.34947
0.59672,0.59681,0.58225,0.54651,0.58633,0.31636,0.34186,0.32696,0.37816,0.32274
0.61933,0.58968,0.61285,0.5834,0.58845,0.29344,0.32051,0.3609,0.33005,0.28047
0.62489,0.66324,0.65293,0.59474,0.61234,0.26769,0.33434,0.28388,0.30366,0.2666
0.58561,0.58356,0.57263,0.56132,0.58249,0.36986,0.33986,0.32896,0.35187,0.31655
0.89061,0.8954,0.83505,0.79378,1,0.12089,0.069075,0.095043,0.12146,0.093063
1,1,1,1,0.9237,0,0,0,0,0
0.67863,0.6648,0.69091,0.62733,0.66878,0.24606,0.2577,0.25837,0.27394,0.25438
0.50181,0.5165,0.47885,0.47842,0.528,0.4089,0.42861,0.39731,0.41968,0.38902
0.50682,0.52693,0.47795,0.4825,0.52548,0.40168,0.42815,0.4066,0.43128,0.36238
0.51044,0.51846,0.48783,0.49076,0.51932,0.39548,0.42341,0.41534,0.40861,0.36449
0.51374,0.56145,0.49044,0.5049,0.54686,0.3885,0.42761,0.38456,0.40188,0.34446
0.49736,0.50886,0.47396,0.47279,0.5162,0.42564,0.43462,0.40556,0.42163,0.38478
0.58772,0.61763,0.54315,0.56696,0.64768,0.34931,0.34578,0.3227,0.34001,0.29161
0.61102,0.63979,0.5665,0.60509,0.62204,0.31862,0.32813,0.30817,0.33428,0.26978
0.64176,0.66998,0.61897,0.60507,0.66729,0.27914,0.29707,0.26458,0.29975,0.26249
0.49646,0.50303,0.47962,0.47586,0.50014,0.41082,0.43865,0.41484,0.42281,0.37846
0.4665,0.41667,0.44399,0.41566,0.44211,0.45465,0.47816,0.46229,0.47389,0.46923
0.47326,0.42368,0.44217,0.42334,0.46187,0.45586,0.46032,0.45612,0.49076,0.4698
0.45106,0.42731,0.42428,0.41304,0.45026,0.46389,0.47988,0.46942,0.50429,0.45308
0.48594,0.43577,0.44315,0.43295,0.4767,0.44466,0.45429,0.46986,0.45974,0.45171
0.48339,0.43527,0.44049,0.43619,0.45706,0.44217,0.45937,0.47932,0.48691,0.42889
0.46286,0.42928,0.43671,0.4263,0.44531,0.4434,0.48754,0.50218,0.45914,0.41958
0.46476,0.41634,0.44125,0.41629,0.4414,0.45595,0.4797,0.46324,0.47394,0.46955
0.46058,0.43298,0.42906,0.4166,0.44685,0.45805,0.48335,0.4695,0.48975,0.4338
0.47926,0.43505,0.44758,0.4399,0.44858,0.43171,0.47729,0.50951,0.45183,0.40916
0.44682,0.42827,0.40906,0.40541,0.42329,0.47565,0.52457,0.47689,0.47021,0.44473
0.47299,0.42028,0.42925,0.41963,0.46775,0.49009,0.46814,0.45494,0.47034,0.47139
0.47882,0.43869,0.43289,0.42695,0.48265,0.47449,0.45771,0.45494,0.48365,0.43422
0.47549,0.42625,0.43464,0.43423,0.46485,0.46602,0.46511,0.48354,0.45847,0.43618
0.46545,0.42686,0.41802,0.41853,0.46032,0.49214,0.48854,0.45973,0.46445,0.44531
0.46124,0.44083,0.4297,0.42992,0.46809,0.48259,0.47287,0.45809,0.46246,0.43055
0.5545,0.50814,0.50546,0.48542,0.58998,0.39151,0.38267,0.37888,0.40531,0.39904
0.55783,0.51715,0.50176,0.48896,0.58334,0.39357,0.37524,0.38924,0.431,0.37648
0.57622,0.53093,0.51489,0.51732,0.59794,0.37232,0.36851,0.40725,0.37219,0.34495
0.58759,0.54757,0.52579,0.51353,0.62579,0.36831,0.36251,0.34744,0.36978,0.35816
0.55758,0.52705,0.49951,0.49887,0.59483,0.40831,0.38065,0.37244,0.39168,0.36814
0.58255,0.55116,0.51925,0.52108,0.63867,0.37498,0.35487,0.36437,0.368,0.3483
0.56226,0.5105,0.51699,0.52422,0.53668,0.38141,0.37842,0.38582,0.3926,0.38841
0.56046,0.52358,0.52015,0.52542,0.54164,0.37986,0.37585,0.38071,0.39574,0.35459
0.56361,0.51723,0.51914,0.52957,0.53218,0.37768,0.37815,0.41338,0.38878,0.34759
0.55886,0.53303,0.51739,0.53849,0.52698,0.36264,0.3895,0.38837,0.37989,0.34506
0.56145,0.52236,0.51537,0.5298,0.54397,0.39434,0.3758,0.38566,0.3897,0.35096
0.68658,0.6526,0.60716,0.6364,0.72134,0.2883,0.25371,0.27294,0.28657,0.25921
0.60157,0.57712,0.56412,0.58886,0.57779,0.32541,0.33703,0.3495,0.34616,0.30112
0.59223,0.52837,0.57763,0.51813,0.5559,0.34583,0.35139,0.35486,0.3863,0.38587
0.58566,0.53411,0.56832,0.52823,0.54594,0.34529,0.35295,0.37204,0.39837,0.34703
0.56602,0.50504,0.54562,0.50846,0.52653,0.35562,0.38356,0.42321,0.38303,0.36157
0.60621,0.55315,0.59322,0.53978,0.54858,0.32524,0.36411,0.35848,0.34421,0.32235
0.56648,0.51899,0.53855,0.51233,0.55696,0.38487,0.36821,0.37246,0.38042,0.36787
0.7337,0.66939,0.6823,0.63971,0.76031,0.24626,0.21053,0.24042,0.26581,0.25571
0.76995,0.70488,0.72453,0.7176,0.70661,0.21005,0.18788,0.21976,0.22672,0.21341
0.64617,0.59283,0.64798,0.58506,0.5993,0.29965,0.29952,0.31458,0.31119,0.30255
0.5628,0.52904,0.52551,0.50568,0.55717,0.37606,0.3755,0.36395,0.39058,0.38268
0.54974,0.53077,0.50393,0.50282,0.55665,0.37832,0.38633,0.37968,0.41692,0.36342
0.56003,0.52958,0.52264,0.51064,0.55219,0.36114,0.38205,0.39467,0.38021,0.35397
0.55141,0.55071,0.50876,0.51027,0.54715,0.37199,0.40872,0.37574,0.38197,0.33513
0.55046,0.52001,0.49926,0.50106,0.54939,0.40844,0.39461,0.37932,0.39041,0.37013
0.69031,0.68296,0.62041,0.6197,0.74651,0.27366,0.25779,0.24917,0.2725,0.25358
0.70705,0.68466,0.63747,0.68313,0.6882,0.25944,0.24275,0.24993,0.27134,0.22963
0.73248,0.69368,0.69744,0.66941,0.70653,0.22394,0.21854,0.23955,0.23962,0.21442
0.56453,0.57699,0.53492,0.53319,0.58873,0.35349,0.37001,0.35476,0.36714,0.31919
0.51375,0.46888,0.47638,0.45958,0.50127,0.42092,0.428,0.4246,0.43596,0.4118
0.52755,0.48776,0.48688,0.47899,0.51902,0.41055,0.4096,0.41031,0.42646,0.39269
0.53107,0.49159,0.49314,0.48529,0.51457,0.38926,0.41199,0.43142,0.41605,0.37586
0.52744,0.5073,0.48341,0.48089,0.52218,0.39674,0.42363,0.41219,0.40953,0.37018
0.51396,0.48482,0.47742,0.4753,0.51285,0.42457,0.4181,0.41584,0.43016,0.39559
0.58007,0.55304,0.53504,0.52922,0.59323,0.34903,0.36021,0.35885,0.36673,0.33882
0.58729,0.55043,0.53905,0.54931,0.56595,0.34556,0.35758,0.37,0.36485,0.32877
0.61876,0.56578,0.58298,0.54555,0.60616,0.32237,0.32697,0.33871,0.35569,0.32258
0.58547,0.54996,0.54154,0.5351,0.57559,0.351,0.35581,0.36896,0.36146,0.33657
0.52827,0.49449,0.49683,0.48432,0.52377,0.40077,0.40815,0.41165,0.41243,0.37791
0.37385,0.34789,0.37118,0.33925,0.37744,0.53559,0.55695,0.52567,0.55117,0.55908
0.31025,0.2712,0.29801,0.26217,0.32834,0.61324,0.62088,0.59244,0.67524,0.66212
0.3759,0.3635,0.35941,0.34933,0.37493,0.52129,0.55763,0.54225,0.58536,0.50746
0.31592,0.26487,0.31365,0.28611,0.31633,0.58643,0.61754,0.65506,0.61482,0.63132
0.31521,0.2988,0.30878,0.29177,0.31398,0.56613,0.62126,0.65741,0.65416,0.55824
0.36675,0.3495,0.35606,0.3548,0.36205,0.5268,0.57134,0.59674,0.55009,0.49256
0.20975,0.19899,0.22885,0.18907,0.22402,0.69623,0.76066,0.66621,0.68217,0.74392
0.19114,0.24561,0.20086,0.20121,0.20939,0.67842,0.79476,0.70108,0.78718,0.63512
0.19742,0.22574,0.21061,0.22802,0.18298,0.66828,0.82207,0.8428,0.69668,0.58891
0.24407,0.28382,0.25785,0.25967,0.23832,0.62699,0.76128,0.65413,0.62072,0.57822
0.31634,0.29273,0.29805,0.29183,0.34752,0.64481,0.61179,0.57473,0.60669,0.61973
0.3049,0.29659,0.27647,0.28311,0.33875,0.65884,0.6215,0.59439,0.66576,0.59394
0.31812,0.29301,0.30315,0.30531,0.32022,0.61974,0.61707,0.63465,0.59379,0.55093
0.19803,0.23574,0.18472,0.21595,0.24502,0.79079,0.78598,0.67648,0.68396,0.63841
0.37422,0.36554,0.35763,0.35585,0.3922,0.57118,0.5576,0.52406,0.53827,0.50399
0.45706,0.43524,0.41788,0.39907,0.54794,0.49777,0.46599,0.44788,0.49343,0.50522
0.44028,0.44326,0.39767,0.40269,0.52604,0.49737,0.48152,0.46251,0.53266,0.46442
0.4464,0.44032,0.40858,0.4089,0.51043,0.47463,0.48652,0.51033,0.47878,0.43199
0.40866,0.43943,0.36379,0.37144,0.51758,0.52765,0.55383,0.48074,0.49985,0.46967
0.44529,0.44575,0.40237,0.40664,0.53789,0.53614,0.48162,0.45881,0.48105,0.45967
0.4975,0.50099,0.45844,0.45702,0.56901,0.42898,0.43242,0.41525,0.43333,0.39599
0.44694,0.42818,0.42998,0.44596,0.44247,0.46785,0.47789,0.46095,0.48335,0.48077
0.44351,0.44246,0.41959,0.45033,0.43914,0.46028,0.48171,0.483,0.52251,0.4365
0.44,0.43,0.4235,0.45164,0.42536,0.46656,0.49032,0.51807,0.47858,0.42613
0.40207,0.45297,0.40239,0.47354,0.37531,0.47979,0.56802,0.50753,0.48462,0.42521
0.4389,0.44269,0.41732,0.45828,0.45253,0.51559,0.48802,0.46257,0.4701,0.43641
0.58466,0.59266,0.5305,0.57903,0.66184,0.3679,0.33577,0.33746,0.36319,0.31499
0.51403,0.5099,0.49054,0.52793,0.5046,0.4038,0.41503,0.4158,0.40987,0.36529
0.46836,0.42425,0.49854,0.41199,0.45835,0.45032,0.46042,0.44524,0.48042,0.50761
0.45081,0.42938,0.47479,0.42299,0.44002,0.4508,0.47062,0.45811,0.52138,0.46208
0.46995,0.42947,0.49291,0.43758,0.43154,0.42911,0.46426,0.51472,0.46499,0.42459
0.42826,0.4295,0.49912,0.41088,0.386,0.44205,0.54903,0.48545,0.46046,0.44504
0.44588,0.4375,0.46893,0.43129,0.43651,0.50389,0.48096,0.45377,0.46287,0.44287
0.60036,0.59297,0.59833,0.54155,0.67959,0.34391,0.31627,0.31725,0.34279,0.33663
0.61083,0.59373,0.63584,0.62722,0.57732,0.30712,0.3153,0.33192,0.32261,0.29975
0.54345,0.51951,0.5751,0.51109,0.52104,0.36688,0.38824,0.37817,0.38234,0.37091
0.43499,0.44668,0.42194,0.41324,0.46347,0.47708,0.49063,0.44614,0.48666,0.48059
0.43283,0.46704,0.40558,0.42694,0.46561,0.4715,0.49419,0.46766,0.51705,0.435
0.43659,0.45713,0.42265,0.4255,0.45509,0.45483,0.49563,0.5059,0.4749,0.41812
0.39695,0.4911,0.39113,0.40871,0.42906,0.48287,0.58275,0.49597,0.49139,0.42027
0.44052,0.47126,0.41565,0.43459,0.48973,0.51358,0.48649,0.44118,0.46967,0.43356
0.57445,0.61771,0.52575,0.53863,0.70091,0.36599,0.35865,0.32398,0.36795,0.32297
0.5737,0.62544,0.53909,0.60535,0.60686,0.35128,0.35671,0.33161,0.3525,0.29772
0.60181,0.64495,0.62842,0.58883,0.61557,0.30785,0.32522,0.29462,0.32349,0.28751
0.50059,0.53075,0.48145,0.48904,0.51837,0.40581,0.43429,0.40136,0.41432,0.36663
0.49935,0.41793,0.46378,0.4249,0.49055,0.46922,0.44193,0.44555,0.4734,0.51526
0.49521,0.45,0.44912,0.43631,0.49298,0.45249,0.43566,0.44982,0.5252,0.44793
0.49688,0.43853,0.45549,0.44679,0.46762,0.43121,0.45234,0.52847,0.46088,0.41429
0.46987,0.45052,0.42104,0.40813,0.44803,0.45842,0.52315,0.47352,0.45353,0.42319
0.48795,0.44858,0.42865,0.44101,0.50209,0.53346,0.45437,0.44825,0.46031,0.44332
0.70389,0.65544,0.60097,0.59747,0.83976,0.31982,0.24234,0.28506,0.32247,0.30934
0.71079,0.65557,0.6301,0.72542,0.646,0.29655,0.25263,0.29768,0.29475,0.25371
0.75695,0.66092,0.75785,0.66475,0.6957,0.24223,0.19797,0.25655,0.26736,0.25989
0.67831,0.69796,0.61865,0.62549,0.71672,0.28127,0.25657,0.25136,0.30354,0.25686
0.60589,0.55319,0.55008,0.54635,0.59591,0.34484,0.3389,0.35427,0.35919,0.33515
