Obj1,Obj2,Obj3,Obj4,Obj5
0.41701,0.40587,0.40507,0.34873,0.43561
0.36038,0.45948,0.46047,0.4221,0.37532
0.28951,0.49965,0.47204,0.47267,0.33198
0.33338,0.44702,0.42869,0.41347,0.38095
0.29673,0.48809,0.45746,0.4519,0.34505
0.3039,0.46328,0.42691,0.43286,0.36543
0.56655,0.29509,0.20487,0.21478,0.59667
0.47843,0.35407,0.2621,0.30914,0.50967
0.3711,0.41534,0.33029,0.40259,0.42434
0.29959,0.47282,0.39078,0.46298,0.36453
0.26309,0.49291,0.41916,0.48936,0.34105
0.53119,0.35507,0.31849,0.26992,0.52054
0.43028,0.41787,0.3716,0.37008,0.43251
0.33242,0.47769,0.41891,0.44912,0.3623
0.26238,0.52104,0.45496,0.50482,0.31768
0.4244,0.41445,0.39402,0.34716,0.43529
0.36355,0.48974,0.46796,0.43169,0.3628
0.27917,0.52158,0.49009,0.49263,0.3151
0.34828,0.47268,0.45345,0.41356,0.37236
0.29294,0.51116,0.48318,0.4694,0.32796
0.29585,0.48458,0.45491,0.44392,0.35004
0.4387,0.38152,0.29058,0.30215,0.49113
0.36643,0.42466,0.34492,0.37546,0.42136
0.30581,0.48666,0.39494,0.45164,0.36274
0.26069,0.51604,0.43534,0.49516,0.32659
0.38464,0.43875,0.37153,0.36301,0.42134
0.31761,0.49004,0.42187,0.43316,0.36073
0.26407,0.53215,0.45951,0.49044,0.31676
0.33385,0.48416,0.43475,0.41544,0.36895
0.2714,0.53251,0.4835,0.48353,0.31403
0.28572,0.50525,0.45628,0.45353,0.33829
0.34291,0.44224,0.35283,0.37994,0.41352
0.29964,0.48825,0.39743,0.43277,0.36674
0.26453,0.51944,0.42944,0.47908,0.33217
0.31455,0.48012,0.41008,0.42161,0.36932
0.27568,0.51261,0.44217,0.46335,0.33525
0.28074,0.51008,0.44973,0.4518,0.33924
0.30225,0.47677,0.38743,0.42294,0.37567
0.27106,0.49979,0.41827,0.45982,0.34574
0.28311,0.49668,0.42818,0.4475,0.34837
0.28247,0.4917,0.40794,0.44261,0.35766
0.74694,0.12786,0.10408,0.10868,0.75321
0.63757,0.20362,0.17657,0.21575,0.64496
0.46943,0.30513,0.25764,0.30959,0.5196
0.38665,0.36979,0.31954,0.37447,0.44972
0.33031,0.42517,0.36077,0.41634,0.40086
0.30223,0.44734,0.38282,0.43672,0.38008
0.68473,0.20155,0.23118,0.16591,0.66231
0.54099,0.28343,0.27638,0.26789,0.5484
0.41156,0.36603,0.33184,0.35975,0.45389
0.33379,0.42395,0.36387,0.41463,0.40091
0.29707,0.45484,0.39304,0.4444,0.37228
0.51827,0.30644,0.32014,0.27066,0.52962
0.43092,0.36479,0.3516,0.34534,0.45782
0.35243,0.41871,0.38663,0.40044,0.40277
0.31003,0.45019,0.39966,0.43604,0.37481
0.41526,0.37789,0.36244,0.34468,0.44863
0.35574,0.41725,0.38648,0.39704,0.40463
0.31573,0.44709,0.40573,0.42331,0.37839
0.34478,0.42481,0.38909,0.39453,0.401
0.31487,0.448,0.40736,0.42219,0.37811
0.3202,0.44176,0.4009,0.41301,0.38519
0.61348,0.23487,0.18399,0.18031,0.63555
0.50168,0.29937,0.25353,0.28125,0.53379
0.39701,0.36954,0.31486,0.35936,0.45399
0.33247,0.42512,0.36186,0.41544,0.40074
0.2967,0.45597,0.39108,0.44785,0.37182
0.54791,0.30948,0.28566,0.25525,0.54409
0.43575,0.361,0.33297,0.33271,0.46597
0.35332,0.41963,0.37044,0.40358,0.40483
0.30416,0.45866,0.39818,0.44629,0.36916
0.43744,0.36792,0.35003,0.3309,0.46218
0.36888,0.42234,0.39286,0.38799,0.40584
0.31401,0.46318,0.41972,0.43463,0.36584
0.36129,0.42488,0.39319,0.38535,0.40505
0.32326,0.45347,0.41694,0.42098,0.37512
0.31758,0.45439,0.41462,0.42074,0.37503
0.47123,0.33162,0.2777,0.29094,0.50857
0.41483,0.37996,0.32603,0.34419,0.45412
0.33694,0.43457,0.36623,0.41132,0.39737
0.29793,0.4651,0.39555,0.4488,0.36667
0.41161,0.38023,0.33756,0.33614,0.45336
0.36045,0.43284,0.38225,0.39776,0.40016
0.30285,0.4719,0.40733,0.44272,0.36264
0.36557,0.42835,0.39519,0.38495,0.40427
0.31292,0.46535,0.4215,0.43521,0.36447
0.31778,0.46314,0.42193,0.42198,0.37031
0.3771,0.41078,0.34115,0.35989,0.43198
0.34138,0.44407,0.37412,0.40126,0.39573
0.3,0.47279,0.40202,0.44023,0.36442
0.33832,0.43994,0.38022,0.39579,0.39671
0.30443,0.46963,0.40529,0.43088,0.36752
0.31523,0.46279,0.41265,0.42111,0.37222
0.32309,0.44722,0.37785,0.40649,0.39052
0.29573,0.4736,0.39652,0.43489,0.3674
0.30469,0.46808,0.40009,0.42324,0.37237
0.30028,0.46659,0.39396,0.42646,0.37321
0.56173,0.25377,0.21854,0.21866,0.59169
0.48042,0.30544,0.26657,0.28499,0.52231
0.40334,0.36152,0.30971,0.34906,0.46159
0.34299,0.41119,0.35385,0.39438,0.4136
0.31916,0.43631,0.37375,0.41655,0.39178
0.50101,0.30316,0.27952,0.27716,0.52745
0.41715,0.35288,0.31453,0.33319,0.46944
0.36213,0.40368,0.35662,0.38247,0.42013
0.32574,0.43347,0.37531,0.41192,0.3937
0.40418,0.37347,0.33402,0.34159,0.45315
0.36601,0.40416,0.35864,0.37747,0.42119
0.32574,0.43435,0.38425,0.41567,0.39032
0.35877,0.41018,0.37546,0.38159,0.41429
0.32374,0.43772,0.39101,0.41388,0.38797
0.32429,0.43094,0.37743,0.40592,0.3961
0.48042,0.30544,0.26657,0.28499,0.52231
0.41357,0.36227,0.30725,0.33777,0.4659
0.35221,0.40588,0.34819,0.38897,0.41907
0.31828,0.43956,0.37555,0.41808,0.38947
0.41229,0.36335,0.31915,0.33244,0.46377
0.37013,0.40291,0.35497,0.37723,0.4229
0.3243,0.43702,0.37857,0.4159,0.39036
0.36362,0.40844,0.36396,0.37574,0.41893
0.32826,0.43688,0.38818,0.40839,0.39068
0.33128,0.43778,0.38503,0.40377,0.39255
0.40411,0.37436,0.32253,0.33719,0.45684
0.35586,0.41189,0.34873,0.38115,0.41909
0.31933,0.43931,0.37561,0.41677,0.38988
0.36356,0.41096,0.35753,0.37451,0.4199
0.3292,0.43873,0.38286,0.40672,0.39157
0.32821,0.44175,0.38819,0.40684,0.38928
0.35518,0.41675,0.35746,0.37847,0.41617
0.31925,0.44192,0.37786,0.41559,0.38873
0.32626,0.44158,0.3826,0.40655,0.39067
0.32309,0.44722,0.37785,0.40649,0.39052
0.45218,0.33001,0.28241,0.29972,0.50046
0.40219,0.36828,0.3151,0.34386,0.45843
0.35028,0.4062,0.34725,0.38274,0.42071
0.32369,0.42883,0.36743,0.40834,0.39869
0.4064,0.36698,0.32205,0.33749,0.45945
0.35816,0.40135,0.34685,0.3763,0.42484
0.32865,0.425,0.36518,0.40158,0.40271
0.35816,0.40264,0.3532,0.37551,0.42322
0.33106,0.42516,0.36804,0.39904,0.40273
0.33015,0.42541,0.37044,0.3991,0.40215
0.40477,0.36808,0.31642,0.33864,0.45994
0.35528,0.40464,0.34618,0.37778,0.42317
0.32907,0.42484,0.36447,0.40096,0.40315
0.3646,0.3995,0.34814,0.37144,0.42712
0.33343,0.4244,0.36694,0.39812,0.40356
0.3351,0.42495,0.3681,0.39464,0.40424
0.35502,0.40503,0.34658,0.37722,0.4231
0.32994,0.42807,0.36542,0.399,0.40231
0.33306,0.42742,0.36812,0.39585,0.40293
0.32994,0.42807,0.36542,0.399,0.40231
0.38179,0.37915,0.32799,0.35694,0.44546
0.35219,0.40349,0.34538,0.38007,0.42316
0.33079,0.4225,0.36187,0.39921,0.40531
0.35539,0.40434,0.34634,0.37713,0.42345
0.33184,0.42241,0.36244,0.39739,0.40575
0.32873,0.42451,0.36529,0.39822,0.40409
0.35539,0.40434,0.34634,0.37713,0.42345
0.33257,0.42181,0.36107,0.39525,0.40705
0.33231,0.42204,0.3613,0.39535,0.40687
0.33189,0.4232,0.36125,0.3955,0.4064
0.34478,0.41048,0.35072,0.38495,0.41748
0.32829,0.42374,0.36247,0.39782,0.40533
0.32755,0.4247,0.36393,0.39843,0.40438
0.32829,0.42374,0.36247,0.39782,0.40533
0.32705,0.42536,0.36451,0.39961,0.40356
